doi	journal	pubMedId	pubMedUrl	publicationTitle	publicationYear	keywords	authors	grantNumber	gseAccns	gseUrls	srpAccns	srpUrls	dpgapAccns	dpgapUrls
10.1016/j.neuroimage.2021.117728	Neuroimage	33421595	https://www.ncbi.nlm.nih.gov/pubmed/?term=33421595	PET measurement of longitudinal amyloid load identifies the earliest stages of amyloid-beta accumulation during Alzheimer's disease progression in Down syndrome	2021	Alzheimer's disease; Amyloid PET; Down syndrome; Longitudinal; Subthreshold amyloid.	Matthew D Zammit, Dana L Tudorascu, Charles M Laymon, Sigan L Hartley, Shahid H Zaman, Beau M Ances, Sterling C Johnson, Charles K Stone, Chester A Mathis, William E Klunk, Ann D Cohen, Benjamin L Handen, Bradley T Christian	"[""HD090256"", ""AG068054"", ""AG051406""]"	NA	NA	NA	NA	NA	NA
10.1016/j.nicl.2020.102551	Neuroimage Clin	33421871	https://www.ncbi.nlm.nih.gov/pubmed/?term=33421871	A voxel-wise assessment of growth differences in infants developing autism spectrum disorder	2021	Autism spectrum disorder; Longitudinal neuroimaging; Neurodevelopmental disorders; Tensor based morphometry.	A Cárdenas-de-la-Parra, J D Lewis, V S Fonov, K N Botteron, R C McKinstry, G Gerig, J R Pruett Jr, S R Dager, J T Elison, M A Styner, A C Evans, J Piven, D L Collins, IBIS Network	"[""HD055741""]"	NA	NA	NA	NA	NA	NA
10.1016/j.amjoto.2020.102887	Am J Otolaryngol	33422945	https://www.ncbi.nlm.nih.gov/pubmed/?term=33422945	Identifying barriers and considerations for cochlear implantation in Amish children	2021	Amish; Barriers; Cochlear implants; Disparities; Hearing; Pediatric otolaryngology.	Rachel Whelan, Jennifer L McCoy, Mahmoud Omar, David H Chi	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.1017/S0954579420001145	Dev Psychopathol	33427175	https://www.ncbi.nlm.nih.gov/pubmed/?term=33427175	How developmental neuroscience can help address the problem of child poverty	2020	brain; child poverty; development; socioeconomic status.	Seth D Pollak, Barbara L Wolfe	"[""HD090256""]"	NA	NA	NA	NA	NA	NA
10.3233/JAD-200829	J Alzheimers Dis	33427736	https://www.ncbi.nlm.nih.gov/pubmed/?term=33427736	Cerebrovascular and Neurodegenerative Pathologies in Long-Term Stable Mild Cognitive Impairment	2021	Autopsy; cerebrovascular; cognition; dementia; longitudinal; neuropathology.	Manu J Sharma, Brandy L Callahan	"[""AG016976""]"	NA	NA	NA	NA	NA	NA
10.1177/1759091420982169	ASN Neuro	33430620	https://www.ncbi.nlm.nih.gov/pubmed/?term=33430620	A Simplified Method for the Histochemical Detection of Iron in Paraffin Sections: Intracellular Iron Deposits in Central Nervous System Tissue	2021	Alzheimer’s disease; CISD2; amyloid; histochemistry; iron; mitochondria; neuron; paraffin; vessel.	Steven M LeVine, Hao Zhu, Sarah E Tague	"[""HD090216""]"	NA	NA	NA	NA	NA	NA
10.1186/s12882-021-02231-2	BMC Nephrol	33435916	https://www.ncbi.nlm.nih.gov/pubmed/?term=33435916	Contemporary incidence and risk factors of post transplant Erythrocytosis in deceased donor kidney transplantation	2021	Erythrocytosis; Hemoglobin; KDPI; Kidney transplant.	Sami Alasfar, Isaac E Hall, Sherry G Mansour, Yaqi Jia, Heather R Thiessen-Philbrook, Francis L Weng, Pooja Singh, Bernd Schröppel, Thangamani Muthukumar, Sumit Mohan, Rubab F Malik, Meera N Harhay, Mona D Doshi, Enver Akalin, Jonathan S Bromberg, Daniel C Brennan, Peter P Reese, Chirag R Parikh	"[""TR002539""]"	NA	NA	NA	NA	NA	NA
10.1186/s13053-020-00164-9	Hered Cancer Clin Pract	33436027	https://www.ncbi.nlm.nih.gov/pubmed/?term=33436027	Advanced adenomas may be a red flag for hereditary cancer syndromes	2021	Adenomas; Colorectal cancer; Colorectal polyps; Genetic testing; Lynch syndrome.	Swati G Patel, Heather Hampel, Derek Smith, Dexiang Gao, Myles Cockburn, Fay Kastrinos	"[""CA046934""]"	NA	NA	NA	NA	NA	NA
10.2337/dc20-2134	Diabetes Care	33436401	https://www.ncbi.nlm.nih.gov/pubmed/?term=33436401	OGTT Glucose Response Curves, Insulin Sensitivity, and β-Cell Function in RISE: Comparison Between Youth and Adults at Randomization and in Response to Interventions to Preserve β-Cell Function	2021	NA	Silva A Arslanian, Laure El Ghormli, Joon Young Kim, Ashley H Tjaden, Elena Barengolts, Sonia Caprio, Tamara S Hannon, Kieren J Mather, Kristen J Nadeau, Kristina M Utzschneider, Steven E Kahn, RISE Consortium, David A Ehrmann, Karla A Temple, Abby Rue, Elena Barengolts, Babak Mokhlesi, Eve Van Cauter, Susan Sam, M Annette Miller, Steven E Kahn, Karen M Atkinson, Jerry P Palmer, Kristina M Utzschneider, Tsige Gebremedhin, Abigail Kernan-Schloss, Alexandra Kozedub, Brenda K Montgomery, Emily J Morse, Kieren J Mather, Tammy Garrett, Tamara S Hannon, Amale Lteif, Aniket Patel, Robin Chisholm, Karen Moore, Vivian Pirics, Linda Pratt, Kristen J Nadeau, Susan Gross, Philip S Zeitler, Jayne Williams, Melanie-Cree Green, Yesenia Garcia Reyes, Krista Vissat, Silva A Arslanian, Kathleen Brown, Nancy Guerra, Kristin Porter, Sonia Caprio, Mary Savoye, Bridget Pierpont, Thomas A Buchanan, Anny H Xiang, Enrique Trigo, Elizabeth Beale, Fadi N Hendee, Namir Katkhouda, Krishan Nayak, Mayra Martinez, Cortney Montgomery, Xinhui Wang, Sharon L Edelstein, John M Lachin, Ashley N Hogan, Santica Marcovina, Jessica Harting, John Albers, Dave Hill, Peter J Savage, Ellen W Leschek	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.1097/CCM.0000000000004730	Crit Care Med	33438983	https://www.ncbi.nlm.nih.gov/pubmed/?term=33438983	Fluid Resuscitation in Septic Patients With Comorbid Heart Failure	2021	NA	Erron M Rourke, Hani I Kuttab, Joseph D Lykins, Michelle D Hughes, Eric P Keast, Jason A Kopec, Kristen Wroblewski, John Purakal, Michael A Ward	"[""TR002389""]"	NA	NA	NA	NA	NA	NA
10.1371/journal.pbio.3001053	PLoS Biol	33439856	https://www.ncbi.nlm.nih.gov/pubmed/?term=33439856	Identification of 3' UTR motifs required for mRNA localization to myelin sheaths in vivo	2021	NA	Katie M Yergert, Caleb A Doll, Rebecca O'Rouke, Jacob H Hines, Bruce Appel	"[""GM008730""]"	NA	NA	NA	NA	NA	NA
10.1016/j.celrep.2020.108628	Cell Rep	33440148	https://www.ncbi.nlm.nih.gov/pubmed/?term=33440148	MDA5 Governs the Innate Immune Response to SARS-CoV-2 in Lung Epithelial Cells	2021	IRF3; IRF5; MDA5; NF-κB/p65; SARS-CoV-2; interferon; lung epithelial cells.	Xin Yin, Laura Riva, Yuan Pu, Laura Martin-Sancho, Jun Kanamune, Yuki Yamamoto, Kouji Sakai, Shimpei Gotoh, Lisa Miorin, Paul D De Jesus, Chih-Cheng Yang, Kristina M Herbert, Sunnie Yoh, Judd F Hultquist, Adolfo García-Sastre, Sumit K Chanda	"[""TR002389""]"	NA	NA	NA	NA	NA	NA
10.1101/2020.12.30.20248888	medRxiv	33442712	https://www.ncbi.nlm.nih.gov/pubmed/?term=33442712	The Joint Impact of COVID-19 Vaccination and Non-Pharmaceutical Interventions on Infections, Hospitalizations, and Mortality: An Agent-Based Simulation	2021	NA	Mehul D Patel, Erik Rosenstrom, Julie S Ivy, Maria E Mayorga, Pinar Keskinocak, Ross M Boyce, Kristen Hassmiller Lich, Raymond L Smith, Karl T Johnson, Julie L Swann	"[""TR002490""]"	NA	NA	NA	NA	NA	NA
10.1016/j.jadohealth.2020.12.006	J Adolesc Health	33446402	https://www.ncbi.nlm.nih.gov/pubmed/?term=33446402	Use of Stimulant Diversion Prevention Strategies in Pediatric Primary Care and Associations With Provider Characteristics	2021	Implementation; Pediatric primary care; Stimulant diversion; Stimulant misuse.	Elizabeth A McGuier, David J Kolko, Heather M Joseph, Heidi L Kipp, Rachel A Lindstrom, Sarah L Pedersen, Geetha A Subramaniam, Brooke S G Molina	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.1038/s41598-021-81123-9	Sci Rep	33446878	https://www.ncbi.nlm.nih.gov/pubmed/?term=33446878	SPECC1L-deficient primary mouse embryonic palatal mesenchyme cells show speed and directionality defects	2021	NA	Jeremy P Goering, Dona G Isai, Everett G Hall, Nathan R Wilson, Edina Kosa, Luke W Wenger, Zaid Umar, Abdul Yousaf, Andras Czirok, Irfan Saadi	"[""HD090216""]"	NA	NA	NA	NA	NA	NA
10.1038/s41598-021-81164-0	Sci Rep	33446905	https://www.ncbi.nlm.nih.gov/pubmed/?term=33446905	Androgen receptor and its splice variant, AR-V7, differentially induce mRNA splicing in prostate cancer cells	2021	NA	Manjul Rana, Jianrong Dong, Matthew J Robertson, Paul Basil, Cristian Coarfa, Nancy L Weigel	"[""CA125123""]"	"[""GSE143907"", ""GSE143905""]"	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE143907,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE143905	"[""SRP242688""]"	https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP242688	NA	NA
10.1038/s41390-020-01320-6	Pediatr Res	33446918	https://www.ncbi.nlm.nih.gov/pubmed/?term=33446918	Severe acute kidney injury in neonates with necrotizing enterocolitis: risk factors and outcomes	2021	NA	Parvesh Mohan Garg, Anna B Britt, Md Abu Yusuf Ansari, Sarah Sobisek, Danielle K Block, Jaslyn L Paschal, Norma B Ojeda, David Askenazi, Keia R Sanderson	"[""TR002490""]"	NA	NA	NA	NA	NA	NA
10.1161/CIRCGEN.120.003108	Circ Genom Precis Med	33448881	https://www.ncbi.nlm.nih.gov/pubmed/?term=33448881	Exome Sequencing and Congenital Heart Disease in Sub-Saharan Africa	2021	Drosophila; Nigeria; Tetralogy of Fallot; exome; heart disease.	Ekanem N Ekure, Adebowale Adeyemo, Hanhan Liu, Ogochukwu Sokunbi, Nnenna Kalu, Ariel F Martinez, Babajide Owosela, Cedrik Tekendo-Ngongang, Yonit A Addissie, Akinsanya Olusegun-Joseph, Desmond Ikebudu, Seth I Berger, Maximilian Muenke, Zhe Han, Paul Kruszka	"[""HL134940""]"	NA	NA	NA	NA	NA	NA
10.1093/brain/awaa438	Brain	33449993	https://www.ncbi.nlm.nih.gov/pubmed/?term=33449993	The development and convergence of co-pathologies in Alzheimer's disease	2021	Alzheimer’s disease; CAA; TDP-43; a-synuclein; co-pathology.	John L Robinson, Hayley Richardson, Sharon X Xie, EunRan Suh, Vivianna M Van Deerlin, Brian Alfaro, Nicholas Loh, Matias Porras-Paniagua, Jeffrey J Nirschl, David Wolk, Virginia M-Y Lee, Edward B Lee, John Q Trojanowski	"[""AG016976""]"	NA	NA	NA	NA	NA	NA
10.1016/j.jmb.2021.166812	J Mol Biol	33450249	https://www.ncbi.nlm.nih.gov/pubmed/?term=33450249	The Disordered Spindly C-terminus Interacts with RZZ Subunits ROD-1 and ZWL-1 in the Kinetochore through the Same Sites in C. Elegans	2021	Intrinsically disordered protein; Nuclear magnetic resonance; ROD/ZW10/ZWILCH; RZZ; Spindly.	Morkos A Henen, Walter Myers, Lauren R Schmitt, Kristen J Wade, Alexandra Born, Parker J Nichols, Beat Vögeli	"[""CA046934""]"	NA	NA	NA	NA	NA	NA
10.1016/j.resuscitation.2020.12.023	Resuscitation	33450335	https://www.ncbi.nlm.nih.gov/pubmed/?term=33450335	Acute kidney injury after in-hospital cardiac arrest	2021	Acute kidney injury; In-Hospital; Post-Cardiac arrest; Therapeutic hypothermia.	Kenneth E Mah, Jeffrey A Alten, Timothy T Cornell, David T Selewski, David Askenazi, Julie C Fitzgerald, Alexis Topjian, Kent Page, Richard Holubkov, Beth S Slomine, James R Christensen, J Michael Dean, Frank W Moler	"[""HD087011""]"	NA	NA	NA	NA	NA	NA
10.1016/j.ijporl.2021.110614	Int J Pediatr Otorhinolaryngol	33450527	https://www.ncbi.nlm.nih.gov/pubmed/?term=33450527	Acoustic parameters of voice in typically developing children ages 4-19 years	2021	ADSV; Acoustic; Children; MDVP; Voice.	Raymond D Kent, Julie T Eichhorn, Houri K Vorperian	"[""DC006282"", ""HD090256""]"	NA	NA	NA	NA	NA	NA
10.1016/j.stem.2020.12.004	Cell Stem Cell	33453151	https://www.ncbi.nlm.nih.gov/pubmed/?term=33453151	Single-cell analysis of the developing human testis reveals somatic niche cell specification and fetal germline stem cell establishment	2021	Leydig cell; Sertoli cell; fetal testis development; interstitial cell; primordial germ cell; single-cell RNA sequencing; spermatogonial stem cell.	Jingtao Guo, Enrique Sosa, Tsotne Chitiashvili, Xichen Nie, Ernesto Javier Rojas, Elizabeth Oliver, DonorConnect, Kathrin Plath, James M Hotaling, Jan-Bernd Stukenborg, Amander T Clark, Bradley R Cairns	"[""HD000836""]"	"[""GSE161617""]"	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE161617	"[""SRP292903""]"	https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP292903	NA	NA
10.1016/j.jagp.2020.12.031	Am J Geriatr Psychiatry	33455858	https://www.ncbi.nlm.nih.gov/pubmed/?term=33455858	Depression and Increased Risk of Alzheimer's Dementia: Longitudinal Analyses of Modifiable Risk and Sex-Related Factors	2021	Alzheimer's disease; Late-life depression; longitudinal analysis; sex differences.	Doyoung Kim, RuoDing Wang, Alex Kiss, Susan E Bronskill, Krista L Lanctot, Nathan Herrmann, Damien Gallagher	"[""AG016976""]"	NA	NA	NA	NA	NA	NA
10.1002/onco.13673	Oncologist	33458921	https://www.ncbi.nlm.nih.gov/pubmed/?term=33458921	First-in-Class Selective HDAC6 Inhibitor (ACY-1215) Has a Highly Favorable Safety Profile in Patients with Relapsed and Refractory Lymphoma	2021	ACY-1215; HDAC6 inhibitor; Lymphoma; Ricolinostat.	Jennifer E Amengual, Jennifer K Lue, Helen Ma, Renee Lichtenstein, Bijal Shah, Serge Cremers, Simon Jones, Ahmed Sawas	"[""TR001873""]"	NA	NA	NA	NA	NA	NA
10.2174/1567205018666210114111556	Curr Alzheimer Res	33459235	https://www.ncbi.nlm.nih.gov/pubmed/?term=33459235	A Comparison of Neurocognitive Decline in Older Adults in Same-Sex and Opposite-Sex Relationships	2020	Alzheimer's disease; cognition; marital relationship; neurodegeneration; neuropsychiatric symptoms; sexual minorities.	Riccardo Manca, Annalena Venneri	"[""AG016976""]"	NA	NA	NA	NA	NA	NA
10.1111/jmp.12485	J Med Primatol	33460210	https://www.ncbi.nlm.nih.gov/pubmed/?term=33460210	Mimicking SIV chimpanzee viral evolution toward HIV-1 during cross-species transmission	2020	Cross‐species SIV transmission; HIV‐1 viral evolution from SIV; SIV chimpanzee evolution toward HIV‐1; SIVcpz infection in humanized mice; hu‐HSC mice for cross‐species viral transmission.	Kimberly Schmitt, James Curlin, Leila Remling-Mulder, Ryan Moriarty, Kelly Goff, Shelby O'Connor, Mark Stenglein, Preston Marx, Ramesh Akkina	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1186/s12916-020-01883-5	BMC Med	33461566	https://www.ncbi.nlm.nih.gov/pubmed/?term=33461566	rs1990622 variant associates with Alzheimer's disease and regulates TMEM106B expression in human brain tissues	2021	Alzheimer’s disease; Genome-wide association study; Neurological diseases; TMEM106B; eQTLs.	Yang Hu, Jing-Yi Sun, Yan Zhang, Haihua Zhang, Shan Gao, Tao Wang, Zhifa Han, Longcai Wang, Bao-Liang Sun, Guiyou Liu	"[""AG016976""]"	NA	NA	NA	NA	NA	NA
10.1016/j.sleh.2020.12.006	Sleep Health	33461914	https://www.ncbi.nlm.nih.gov/pubmed/?term=33461914	Links between parent-reported measures of poor sleep and executive function in childhood autism and attention deficit hyperactivity disorder	2021	ADHD (attention deficit-hyperactivity disorder); ASD (autism spectrum disorder); Executive function; Sleep.	Calliope Holingue, Heather Volk, Deana Crocetti, Bridget Gottlieb, Adam P Spira, Stewart H Mostofsky	"[""HD079123""]"	NA	NA	NA	NA	NA	NA
10.1021/acsbiomaterials.9b01758	ACS Biomater Sci Eng	33464833	https://www.ncbi.nlm.nih.gov/pubmed/?term=33464833	Injectable Polymeric Delivery System for Spatiotemporal and Sequential Release of Therapeutic Proteins To Promote Therapeutic Angiogenesis and Reduce Inflammation	2020	micelle nanoparticles; reverse thermal gel; sequential delivery; sulfonation; therapeutic angiogenesis.	Adam J Rocker, David J Lee, Robin Shandas, Daewon Park	"[""HL072738""]"	NA	NA	NA	NA	NA	NA
10.1161/CIRCHEARTFAILURE.120.007448	Circ Heart Fail	33464953	https://www.ncbi.nlm.nih.gov/pubmed/?term=33464953	Impairments in Blood Pressure Regulation and Cardiac Baroreceptor Sensitivity Among Patients With Heart Failure Supported With Continuous-Flow Left Ventricular Assist Devices	2021	arterial pressure; blood pressure; heart failure; heart rate; hypertension.	Christine Sailer, Hannah Edelmann, Cullen Buchanan, Pedro Giro, Matthew Babcock, Christine Swanson, Melanie Spotts, Margaret Schulte, Ashley Pratt-Cordova, Greg Coe, Mark Beindorff, Robert L Page 2nd, Amrut V Ambardekar, Jay D Pal, Wendy Kohrt, Eugene Wolfel, Justin S Lawley, Takashi Tarumi, William K Cornwell 3rd	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1371/journal.pone.0245219	PLoS One	33465100	https://www.ncbi.nlm.nih.gov/pubmed/?term=33465100	Hepatic steatosis relates to gastrointestinal microbiota changes in obese girls with polycystic ovary syndrome	2021	NA	Beza Jobira, Daniel N Frank, Lori J Silveira, Laura Pyle, Megan M Kelsey, Yesenia Garcia-Reyes, Charles E Robertson, Diana Ir, Kristen J Nadeau, Melanie Cree-Green	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1002/alz.12225	Alzheimers Dement	33470043	https://www.ncbi.nlm.nih.gov/pubmed/?term=33470043	Traumatic brain injury alters neuropsychiatric symptomatology in all-cause dementia	2021	Alzheimer's disease; acquired brain injury; all-cause dementia; anxiety; apathy; dementia; geriatric psychiatry; mild behavioral impairment; motor disturbances; neurodegeneration; neuropsychiatric symptoms; neuropsychiatry; traumatic brain injury.	Michael J C Bray, Lisa N Richey, Barry R Bryant, Akshay Krieg, Sahar Jahed, William Tobolowsky, Christian LoBue, Matthew E Peters	"[""AG016976""]"	NA	NA	NA	NA	NA	NA
10.1152/ajpgi.00065.2020	Am J Physiol Gastrointest Liver Physiol	33470189	https://www.ncbi.nlm.nih.gov/pubmed/?term=33470189	Constitutive activation of mitogen-activated protein kinase kinase (MEK1) in ileal enterocytes leads to dysplasia and a predisposition to cancer	2021	carcinogenesis; cell-fate; homeostasis; inflammation; intestine.	Benjamin L Shneider, Nahir Cortes-Santiago, Deborah A Schady, Swapna Krishnamoorthy, Sundararajah Thevananther, Kimal Rajapakshe, Dimuthu Perera, Shixia Huang, Cristian Coarfa	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
10.1016/j.placenta.2021.01.010	Placenta	33472134	https://www.ncbi.nlm.nih.gov/pubmed/?term=33472134	High altitude regulates the expression of AMPK pathways in human placenta	2021	AMPK; High altitude; Hypoxia; Placenta; Pregnancy.	Ramón A Lorca, Julie A Houck, Louise C Laurent, Christopher J Matarazzo, Kori Baker, Mariko Horii, Katharine K Nelson, Elise S Bales, Anna G Euser, Mana M Parast, Lorna G Moore, Colleen G Julian	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.7554/eLife.62232	Elife	33475496	https://www.ncbi.nlm.nih.gov/pubmed/?term=33475496	Failures of nerve regeneration caused by aging or chronic denervation are rescued by restoring Schwann cell c-Jun	2021	aging; c-Jun; chronic denervation; mouse; nerve regeneration; neuroscience; regenerative medicine; repair cell; schwann cell; stem cells.	Laura J Wagstaff, Jose A Gomez-Sanchez, Shaline V Fazal, Georg W Otto, Alastair M Kilpatrick, Kirolos Michael, Liam YN Wong, Ki H Ma, Mark Turmaine, John Svaren, Tessa Gordon, Peter Arthur-Farraj, Sergio Velasco-Aviles, Hugo Cabedo, Cristina Benito, Rhona Mirsky, Kristjan R Jessen	"[""HD090256""]"	NA	NA	NA	NA	NA	NA
10.1044/2020_AJSLP-20-00206	Am J Speech Lang Pathol	33476182	https://www.ncbi.nlm.nih.gov/pubmed/?term=33476182	When Will He Talk? An Evidence-Based Tutorial for Measuring Progress Toward Use of Spoken Words in Preverbal Children With Autism Spectrum Disorder	2021	NA	Jena McDaniel, C Melanie Schuele	"[""HD090216""]"	NA	NA	NA	NA	NA	NA
10.1038/s41598-021-81447-6	Sci Rep	33479349	https://www.ncbi.nlm.nih.gov/pubmed/?term=33479349	Acetyl-CoA flux from the cytosol to the ER regulates engagement and quality of the secretory pathway	2021	NA	Inca A Dieterich, Yusi Cui, Megan M Braun, Alexis J Lawton, Nicklaus H Robinson, Jennifer L Peotter, Qing Yu, Jason C Casler, Benjamin S Glick, Anjon Audhya, John M Denu, Lingjun Li, Luigi Puglielli	"[""HD090256""]"	NA	NA	NA	NA	NA	NA
10.1111/acel.13309	Aging Cell	33480151	https://www.ncbi.nlm.nih.gov/pubmed/?term=33480151	Interleukin-37 improves T-cell-mediated immunity and chimeric antigen receptor T-cell therapy in aged backgrounds	2021	CAR T-cells; PD-1; T-cells; aging; cytokines; inflammation; leukemia; signaling.	Jamie A G Hamilton, Miyoung Y Lee, Rae Hunter, Raira S Ank, Jamie Y Story, Ganesh Talekar, Talia Sisroe, Dov B Ballak, Andrew Fedanov, Christopher C Porter, Elan Z Eisenmesser, Charles A Dinarello, Sunil S Raikar, James DeGregori, Curtis J Henry	"[""CA046934""]"	NA	NA	NA	NA	NA	NA
10.1038/s41380-020-00998-8	Mol Psychiatry	33483694	https://www.ncbi.nlm.nih.gov/pubmed/?term=33483694	Risk assessment analysis for maternal autoantibody-related autism (MAR-ASD): a subtype of autism	2021	NA	Alexandra Ramirez-Celis, Martin Becker, Miriam Nuño, Joseph Schauer, Nima Aghaeepour, Judy Van de Water	"[""ES015359""]"	NA	NA	NA	NA	NA	NA
10.1002/aur.2476	Autism Res	33484109	https://www.ncbi.nlm.nih.gov/pubmed/?term=33484109	A Data Driven Approach Reveals That Anomalous Motor System Connectivity is Associated With the Severity of Core Autism Symptoms	2021	autism; cerebellum; fMRI; motor; pediatric; restricted/repetitive behaviors; social-communication.	Daniel E Lidstone, Rebecca Rochowiak, Stewart H Mostofsky, Mary Beth Nebel	"[""HD079123""]"	NA	NA	NA	NA	NA	NA
10.1016/j.vaccine.2021.01.013	Vaccine	33485643	https://www.ncbi.nlm.nih.gov/pubmed/?term=33485643	Comparison of local influenza vaccine effectiveness using two methods	2021	Administrative databases; Influenza; Vaccine; Vaccine effectiveness.	G K Balasubramani, Richard K Zimmerman, Heather Eng, Jason Lyons, Lloyd Clarke, Mary Patricia Nowalk	"[""TR001857""]"	NA	NA	NA	NA	NA	NA
10.1002/dad2.12138	Alzheimers Dement (Amst)	33490360	https://www.ncbi.nlm.nih.gov/pubmed/?term=33490360	Patterns of glucose hypometabolism in Down syndrome resemble sporadic Alzheimer's disease except for the putamen	2021	Alzheimer's disease; Down syndrome; amyloid positron emission tomography; cognitive decline; fluorodeoxyglucose; individual metabolic brain network.	Matthew D Zammit, Charles M Laymon, Dana L Tudorascu, Sigan L Hartley, Brianna Piro-Gambetti, Sterling C Johnson, Charles K Stone, Chester A Mathis, Shahid H Zaman, William E Klunk, Benjamin L Handen, Ann D Cohen, Bradley T Christian	"[""AG068054""]"	NA	NA	NA	NA	NA	NA
10.1097/SLA.0000000000004769	Ann Surg	33491972	https://www.ncbi.nlm.nih.gov/pubmed/?term=33491972	Outpatient Opioid Prescriptions are Associated with Future Substance use Disorders and Overdose Following Adolescent Trauma	2021	NA	Teresa M Bell, Jodi L Raymond, Alejandro C Mongalo, Zachary W Adams, Thomas M Rouse, LeRanna Hatcher, Katie Russell, Aaron E Carroll	"[""TR002530""]"	NA	NA	NA	NA	NA	NA
10.1007/s10802-021-00774-4	Res Child Adolesc Psychopathol	33492530	https://www.ncbi.nlm.nih.gov/pubmed/?term=33492530	Polygenic Scores for ADHD: A Meta-Analysis	2021	ADHD; Genome-wide association study; Meta-analysis; Polygenic scores; Psychiatric genetics.	James J Li, Quanfa He	"[""HD090256""]"	NA	NA	NA	NA	NA	NA
10.3390/cancers13030387	Cancers (Basel)	33494392	https://www.ncbi.nlm.nih.gov/pubmed/?term=33494392	A Regulatory Loop of FBXW7-MYC-PLK1 Controls Tumorigenesis of MYC-Driven Medulloblastoma	2021	FBXW7; MYC; PLK1 inhibition; medulloblastoma.	Dong Wang, Angela Pierce, Bethany Veo, Susan Fosmire, Etienne Danis, Andrew Donson, Sujatha Venkataraman, Rajeev Vibhakar	"[""CA046934""]"	NA	NA	NA	NA	NA	NA
10.1096/fj.202001117R	FASEB J	33496989	https://www.ncbi.nlm.nih.gov/pubmed/?term=33496989	The gut microbiome contributes to blood-brain barrier disruption in spontaneously hypertensive stroke prone rats	2021	cerebral small vessel disease; gut microbiome; hypertension; microbiota-gut-brain axis; vascular cognitive impairment; vascular dementia; white matter disease.	James W Nelson, Sharon C Phillips, Bhanu P Ganesh, Joseph F Petrosino, David J Durgan, Robert M Bryan	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
10.1172/jci.insight.145185	JCI Insight	33497363	https://www.ncbi.nlm.nih.gov/pubmed/?term=33497363	Particulate matter causes skin barrier dysfunction	2021	Dermatology; Inflammation; Mouse models; Skin.	Byung Eui Kim, Jihyun Kim, Elena Goleva, Evgeny Berdyshev, Jinyoung Lee, Kathryn A Vang, Un Ha Lee, SongYi Han, Susan Leung, Clifton F Hall, Na-Rae Kim, Irina Bronova, Eu Jin Lee, Hye-Ran Yang, Donald Ym Leung, Kangmo Ahn	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.1172/jci.insight.143465	JCI Insight	33497365	https://www.ncbi.nlm.nih.gov/pubmed/?term=33497365	Reversible cardiac disease features in an inducible CUG repeat RNA-expressing mouse model of myotonic dystrophy	2021	Arrhythmias; Cardiology; Cell Biology; RNA processing.	Ashish N Rao, Hannah M Campbell, Xiangnan Guan, Tarah A Word, Xander Ht Wehrens, Zheng Xia, Thomas A Cooper	"[""CA125123""]"	"[""GSE164825""]"	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE164825	"[""SRP301747""]"	https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP301747	NA	NA
10.1371/journal.pone.0246083	PLoS One	33497386	https://www.ncbi.nlm.nih.gov/pubmed/?term=33497386	Circulating exosomal microRNA expression patterns distinguish cardiac sarcoidosis from myocardial ischemia	2021	NA	Elliott D Crouser, Mark W Julian, Sabahattin Bicer, Vikas Ghai, Taek-Kyun Kim, Lisa A Maier, May Gillespie, Nabeel Y Hamzeh, Kai Wang	"[""TR002535""]"	NA	NA	NA	NA	NA	NA
10.3390/cells10020198	Cells	33498265	https://www.ncbi.nlm.nih.gov/pubmed/?term=33498265	Lipoprotein Lipase Regulates Microglial Lipid Droplet Accumulation	2021	PPAR agonists; lipid droplet; lipoprotein lipase; microglia; neurodegenerative disease.	Bailey A Loving, Maoping Tang, Mikaela C Neal, Sachi Gorkhali, Robert Murphy, Robert H Eckel, Kimberley D Bruce	"[""CA046934"", ""TR002534""]"	NA	NA	NA	NA	NA	NA
10.3390/ijms22031092	Int J Mol Sci	33499199	https://www.ncbi.nlm.nih.gov/pubmed/?term=33499199	Retinoid Regulation of Ocular Surface Innate Inflammation	2021	NFκB; conjunctiva; cornea; dry eye; inflammation; retinoic acid; retinol.	Jehan Alam, Zhiyuan Yu, Cintia S de Paiva, Stephen C Pflugfelder	"[""CA125123""]"	NA	NA	NA	NA	NA	NA
